Text,Class,PureText,ConEmoji,Emojis,Con_emoji_meanings
  මට මතකයි ඉස්සර මල්ලි අක්කා හොදයි තඩි උනාට එයා අහිංසකයි කියල මාව කරේ එල්ලන්න ගිය හැටි ,Neutral,  මට මතකයි ඉස්සර මල්ලි ඒ අක්කා හොදයි තඩි උනාට එයා අහිංසකයි කියල මාව කරේ එල්ලන්න ගිය හැටි ,,,
 ගොඩකර අවසන් වරාය නගරය     ,Neutral, ගොඩකර අවසන් වන වරාය නගරය     ,,,
   අඩි දෙකක් යට හිටියේ පොලව මට්ටමට ආවා  😂,Neutral,   අඩි දෙකක් යට හිටියේ දැන් පොලව මට්ටමට ආවා  ,😂,😂,face tears joy
  මතකයි නේ 🤔🤔🤔 ,Neutral,  මතකයි නේ  ,,🤔 🤔 🤔,
 ඉස්සර දහම් පාසලේ ගුණධර්ම කියලා දුන්නු ගුරුවරු දැක්කම අහක බලාගෙන යන්නේ හරියට අපි එයාලට ගුණධර්ම ඉගැන්නුවේ නැහැ වගේ 🤓 ,Religion, ඉස්සර දහම් පාසලේ ගුණධර්ම කියලා දුන්නු ගුරුවරු දැන් දැක්කම අහක බලාගෙන යන්නේ හරියට අපි එයාලට ගුණධර්ම ඉගැන්නුවේ නැහැ වගේ  ,,🤓,
  මුලින්ම එක කියවපන් මිනිස්සු හැමදාම එකම විදිහට ඉන්නෑ බං උඹල හිටිය විදිහත් මතකයි   ,Neutral,  මුලින්ම එක කියවපන් මිනිස්සු හැමදාම එකම විදිහට ඉන්නෑ බං උඹල හිටිය විදිහත් මතකයි   ,,,
 අපජල පද්ධතියක් පුපුරා ලිමා නගරය යට වෙයි     ,Neutral, අපජල පද්ධතියක් පුපුරා ලිමා නගරය යට වෙයි     ,,,
    මතකයි නේහ්   🙊,Neutral,    මතකයි නේහ්   ,,🙊,
  ගොඩයි ,Neutral,  දැන් නම් ගොඩයි ,,,
 අපජල පද්ධතියක් පුපුරා ලිමා නගරය යට වෙයි     ,Neutral, අපජල පද්ධතියක් පුපුරා ලිමා නගරය යට වෙයි     ,,,
  ඕක කියන්නෙ යට සාය පේන එකට ,Neutral,  ඕක කියන්නෙ යට සාය පේන එකට ,,,
    කාසමක් ඇදලා අහක බලන්න ,Neutral,    කාසමක් ඇදලා නෑ අහක බලන්න ,,,
   පොඩ්ඩක් හිටපන් අපි නංගිගෙන් අහමු අයියාගේ පොඩි කාලේ ඉදලා වෙනකන් ෆොටෝ ටිකක් ට්ව්ට් කරන් යන්න ,Neutral,   පොඩ්ඩක් හිටපන් අපි නංගිගෙන් අහමු අයියාගේ පොඩි කාලේ ඉදලා දැන් වෙනකන් ෆොටෝ ටිකක් ට්ව්ට් කරන් යන්න ,,,
 මන්දාරම් අහස යට – විසි හය වන කොටස     ,Neutral, මන්දාරම් අහස යට – විසි හය වන කොටස     ,,,
 අහක නයි රෙද්ද අස්සේ දමා ගැනීම දැක බලා ගන්න හිතවතුනි  😂,Neutral, අහක යන නයි රෙද්ද අස්සේ දමා ගැනීම දැක බලා ගන්න හිතවතුනි  ,😂,😂,face tears joy
 දෙලුම් අමුණු ගොම හානිකල මයික් මහින්දගෙ ගිනුමෙන් ගෙවා සිද්ධිය ‍යට ගැසීමේ වෑයමක ,Neutral, දෙලුම් අමුණු ගොම හානිකල මයික් මහින්දගෙ ගිනුමෙන් ගෙවා සිද්ධිය ‍යට ගැසීමේ වෑයමක ,,,
  වැස්සියෙක් යට ඉදගන්ඩ  😂,Neutral,  වැස්සියෙක් යට ඉදගන්ඩ  ,😂,😂,face tears joy
  ඇල්ල නගරය හිදී ඡායාරූපයක් පළ කරන ලදී     ,Neutral, මේ දැන්  ඇල්ල නගරය හිදී ඡායාරූපයක් පළ කරන ලදී     ,,,
 වැස්සක් හීගතුවක් කුඩයක් යට තරම් ආදරයක් ඔය පපුවට තුරුළු වෙනකොට දැනුනා මට හීගතුව පරදන ආදරණීයම උණුහුමක් මාව නොතෙමී නුඹ තෙමෙනෙකොට උණුහුම ඕනම නුඹටයි උණුහුමට එහා ගිය ආදරයක සිසිලසට තුරුළු වෙන්නට නුඹ උණුසුම් කලේ මාවයි ශා     ,Neutral, වැස්සක් හීගතුවක් කුඩයක් යට මේ තරම් ආදරයක් ඔය පපුවට තුරුළු වෙනකොට දැනුනා මට හීගතුව පරදන ආදරණීයම උණුහුමක් මාව නොතෙමී නුඹ තෙමෙනෙකොට උණුහුම ඕනම නුඹටයි උණුහුමට එහා ගිය ආදරයක සිසිලසට තුරුළු වෙන්නට නුඹ උණුසුම් කලේ මාවයි ශා     ,,,
 මුළු අහසින් යට සිටින සෙනඟවල් පිටට ඔබ තැතිගැන්ම භය පමුණුවන්ට අද දවසේ පටන්ගනිමි ඔව්හු ඔබේ ප්‍රවෘත්තිය අසා ඔබ වෙවුලමින් අතිශයින් කැලඹෙන්නෝයයි ද්වීතීය කථාවේ හි දෙවියන්වහන්සේ ඉශ්‍රායෙල් සෙනඟට කීසේක     ,Neutral, මුළු අහසින් යට සිටින සෙනඟවල් පිටට ඔබ නිසා තැතිගැන්ම හා භය පමුණුවන්ට අද දවසේ පටන්ගනිමි ඔව්හු ඔබේ ප්‍රවෘත්තිය අසා ඔබ නිසා වෙවුලමින් අතිශයින් කැලඹෙන්නෝයයි ද්වීතීය කථාවේ හි දෙවියන්වහන්සේ ඉශ්‍රායෙල් සෙනඟට කීසේක     ,,,
 ඔබ භාවිතයෙන් ඉවත් කරන සමහර දේවල් අයෙක්ට අත්‍යවශ්‍ය දෙයක් විය හැකි ඒවා කෙනෙකුට ලබා අන් යට උපකාරයක් අතරම පරිසරයද ආරක්ෂාකර ගන්න     ,Neutral, ඔබ භාවිතයෙන් ඉවත් කරන සමහර දේවල් තවත් අයෙක්ට අත්‍යවශ්‍ය දෙයක් විය හැකි ඒවා තුලින් තවත් කෙනෙකුට ලබා දී අන් යට උපකාරයක් වන අතරම පරිසරයද ආරක්ෂාකර ගන්න     ,,,
 පසුගිය දිනවල කොළඹ නගරය පුරා භීතිය පැතිරූ පප්පා කළ අමානුෂික ඝාතන එකින් එක වමරායි රහස් තොරතුරු සියල්ල එළියට            ,Neutral, පසුගිය දිනවල කොළඹ නගරය පුරා භීතිය පැතිරූ පප්පා කළ අමානුෂික ඝාතන එකින් එක වමරායි රහස් තොරතුරු සියල්ල එළියට            ,,,
 අහක ඉන්න කවදාවත් දැකලත් නැති අදාලත් නැති සිපයිලා වෙද්දී තමයි ආතල්  😂  අස්සේ අර කුහක කමට ඇරියස් කවර් කරන්න එන උන් ඊටත් ආතල් අහිංසක ජීවිත 🤭 ,Neutral, අහක ඉන්න කවදාවත් දැකලත් නැති අදාලත් නැති සිපයිලා වෙද්දී තමයි ආතල්    ඒ අස්සේ අර කුහක කමට ඇරියස් කවර් කරන්න එන උන් ඊටත් වඩා ආතල් අහිංසක ජීවිත  ,😂,😂 🤭,face tears joy
   වෙරළට කිසිම හානියක් අද නෑරනිල් අක්කර උඩට ගන්න මුහුද යට අක්කර යන්නේ  අනුර මුහුදේ හැ අයිතිවෙන චීන කොලනියක් අද නැප ච රණවක කවුද යකෝ වගේ බොරු කියල තියෙන්නේ  කෝ යකෝ පොර්ට් සිටිය නතර කොරන්න ඕන කියපු එවුන් ,Neutral,   වෙරළට කිසිම හානියක් අද නෑරනිල් අක්කර ක් උඩට ගන්න මුහුද යට අක්කර ක් යන්නේ නෑ  අනුර මුහුදේ හැ ක් අයිතිවෙන චීන කොලනියක් අද නැප ච රණවක කවුද යකෝ මේ වගේ බොරු කියල තියෙන්නේ  කෝ යකෝ පොර්ට් සිටිය නතර කොරන්න ඕන කියපු එවුන් ,,,
 සයිටම් වහන්න හොර උපාධි කඩ එපා සරසවි ප්‍රවේශ කරන්න තාමත් ආරම්භ නොකල සබරගමු වයඹ වෛද්‍ය පීඨ කඩිනමින් ආරම්භ කරන්න  අපි එදා පාරක් පාරක් ගානේ උන්ගෙ වතුර පාරවල් කඳුළු ගෑස් කකා වින්ද දුක අද වගේ මතකයි     ,Neutral, සයිටම් වහන්න හොර උපාධි කඩ එපා සරසවි ප්‍රවේශ වැඩි කරන්න තාමත් ආරම්භ නොකල සබරගමු වයඹ වෛද්‍ය පීඨ කඩිනමින් ආරම්භ කරන්න  අපි එදා පාරක් පාරක් ගානේ උන්ගෙ වතුර පාරවල් කඳුළු ගෑස් කකා වින්ද දුක අද වගේ මතකයි ඒ     ,,,
 හුංගම පොලිස් වසමේ රන්න නගරය ආසන්නයේ මෝටර් රථයක් පුද්ගලික මගී ප්‍රවාහන බස් රථයක ගැටීමෙන් සිදුවූ රිය අනතුරින් මොර්ටර් රථය ධාවනය කරමින් සිටි වයස අවුරුදු පුද්ගලයෙක් මියගොස් තිබේ     ,Neutral, හුංගම පොලිස් වසමේ රන්න නගරය ආසන්නයේ මෝටර් රථයක් පුද්ගලික මගී ප්‍රවාහන බස් රථයක ගැටීමෙන් සිදුවූ රිය අනතුරින් මොර්ටර් රථය ධාවනය කරමින් සිටි වයස අවුරුදු ක පුද්ගලයෙක් මියගොස් තිබේ     ,,,
 පොහොට්ටුවේ ජාතිවාදයට යට වෙන්න එපා ශ්‍රීලනිප සුරැකීම ජනපතිට දන්වයි     ,Political, පොහොට්ටුවේ ජාතිවාදයට යට වෙන්න එපා ශ්‍රීලනිප සුරැකීම ජනපතිට දන්වයි     ,,,
 ඇස් ඇරලා බලන්න දේශපාලනේ අහක දාන්න සෞන්දර්ය ටිකක් විදින්න එතකොට රටේ තියෙන ඇත්ත ගැටලු පෙනෙයි අද බලද්දී දකින්න ලැබෙන්නේ හරි අමුතු දේවල් අමානුෂික සත්ව හිංසා මිනීමැරුම් අපයෝජන ඔක්කෝම මැද්දේ බලයට පොරකන දේශපාලුවෝ කොහොමද නේද අපි රටේ ගැටලු දකින්නේ උන් රටේ ගැටලු හංගලා ,Neutral, ඇස් ඇරලා බලන්න දේශපාලනේ අහක දාන්න සෞන්දර්ය ටිකක් විදින්න එතකොට මේ රටේ තියෙන ඇත්ත ගැටලු පෙනෙයි අද බලද්දී දකින්න ලැබෙන්නේ හරි අමුතු දේවල් අමානුෂික සත්ව හිංසා මිනීමැරුම් අපයෝජන මේ ඔක්කෝම මැද්දේ බලයට පොරකන දේශපාලුවෝ ඉතින් කොහොමද නේද අපි රටේ ගැටලු දකින්නේ උන් රටේ ගැටලු හංගලා ,,,
  රැවටෙන් එපා කවුරුත් හිනාව දැම්මට විෂම පිරිල කාගෙ කාගෙත් හිත් යට මූන පෙන්නන්න බයයි කවුරුත් ඇත්තට බොරුවෙන් දුවන ලෝකෙ දෙවියොත් යන්නෙ වාසි පැත්තට ,Neutral,  රැවටෙන් එපා කවුරුත් හිනාව දැම්මට විෂම පිරිල කාගෙ කාගෙත් හිත් යට මූන පෙන්නන්න බයයි කවුරුත් ඇත්තට බොරුවෙන් දුවන ලෝකෙ දෙවියොත් යන්නෙ වාසි පැත්තට ,,,
 මායාවෙන් වැසුණු තනිකම “හ්ම් ජීවිතය හරි පුදුමයි මායාකාරී යි හීනයක් වගේ හිස් හිස්” “වීමංසා එහෙම කිව්වේ” “බලන්න නදුන් මට මතකයි වසරෙදි අපේ ‘ශාන්ති’ කියලා යාළුවෙක් ව ගෙදරින් බන්දලා     ,Neutral, මායාවෙන් වැසුණු තනිකම “හ්ම් ජීවිතය හරි පුදුමයි මායාකාරී යි හීනයක් වගේ හිස් ම හිස්” “වීමංසා ඇයි එහෙම කිව්වේ” “බලන්න නදුන් මට මතකයි වසරෙදි අපේ ‘ශාන්ති’ කියලා යාළුවෙක් ව ගෙදරින් බන්දලා     ,,,
  අම්මෝ  😂  උබලටත් සැරම එකේ පුකේ අමාරුවක් නේද තියෙන්නේ රෑට නින්ද යන්නේ නැද්ද බන් අහක තොප්පියක් දාගත්තේ නැත්නම් ,Neutral,  අම්මෝ ඉතින්    උබලටත් සැරම එකේ පුකේ අමාරුවක් නේද තියෙන්නේ රෑට නින්ද යන්නේ නැද්ද බන් අහක යන තොප්පියක් දාගත්තේ නැත්නම් ,😂,😂,face tears joy
        ප්‍රධාන පක්ෂ හොරකම් දුෂණය මුලදිම නැවත්වීමට උත්සාහ නොකර හෙළි වුවහොත් බොරු කොමිෂන් දමා යට ගැසීම මේකට කියන්නේ දැක්කොත් බුවා නොදැක්කොත් එබූවා        ,Neutral,        ප්‍රධාන පක්ෂ විසින් හොරකම් දුෂණය මුලදිම නැවත්වීමට උත්සාහ නොකර හෙළි වුවහොත් බොරු කොමිෂන් දමා යට ගැසීම ද මේකට කියන්නේ දැක්කොත් බුවා නොදැක්කොත් එබූවා        ,,,
  මටත් මතකයි පොඩි කාලේ මං ෆොටෝස් ගන්නවට ආස ඒත් ඇල්බම් විතර ෆොටෝස් තියෙනවා අම්මලා හොරෙන් අරගෙන රීල් දාන පෙට්ටිය වගේ කැමරා මං හැමදාම රීල් එක දාන්න ඉල්ලලා රීල් එකක් හරි පාවිච්චි කරන්න බැරි තත්වෙට පත් කරනවා  ️,Neutral,  මටත් මතකයි පොඩි කාලේ මං ෆොටෝස් ගන්නවට ආස නෑ ඒත් ඇල්බම් ක් ක විතර ෆොටෝස් තියෙනවා අම්මලා හොරෙන් අරගෙන රීල් දාන පෙට්ටිය වගේ කැමරා මං හැමදාම රීල් එක දාන්න ඉල්ලලා රීල් එකක් හරි පාවිච්චි කරන්න බැරි තත්වෙට පත් කරනවා  ️,,,
      සිංහල ජනතාව රවටමින් සිංහල තරුණ ප්‍රජාව යට යොමුකරවමින් බුද්ධ රාජ්‍යක් හදන්න තෝරාගත්තු ඇල් වතුරත් නිවලා බිපු දේශප්‍රේමියා අවසානයේ නැවතුනු තැන     ,Neutral,      සිංහල ජනතාව රවටමින් සිංහල තරුණ ප්‍රජාව යට යොමුකරවමින් බුද්ධ රාජ්‍යක් හදන්න තෝරාගත්තු ඇල් වතුරත් නිවලා බිපු දේශප්‍රේමියා අවසානයේ නැවතුනු තැන     ,,,
  වස්සාගොන් කාර් කොම්පැනිය ඔක්කොම අපෙන් හංගගෙන හිටියනේ මෙච්චර දවස්  හැබැයි කොම්පැනියෙන් කිව්වා වගේ මතකයි එයාලගේ එකක් දාන්න අදහසක් කියලා  අමතක වුණා වත්ද  ,Neutral,  අනේ මේ වස්සාගොන් කාර් කොම්පැනිය ගැන ඔක්කොම අපෙන් හංගගෙන හිටියනේ මෙච්චර දවස්  හැබැයි කොම්පැනියෙන් කිව්වා වගේ මතකයි මෙහේ එයාලගේ එකක් දාන්න අදහසක් නෑ කියලා  අමතක වුණා වත්ද  ,,,
 කොළඹ වරාය නගරය ඉදිරිකිරිම මුහුද ගොඩකිරිමේ කටයුතු සම්පූර්ණයෙන්ම අවසන් කර මහානගර බස්නාහිර සංවර්ධන අමාත්‍යාංශය සදහන් කරයි ,Neutral, කොළඹ වරාය නගරය ඉදිරිකිරිම සඳහා වන මුහුද ගොඩකිරිමේ කටයුතු මේ වන විට සම්පූර්ණයෙන්ම අවසන් කර ඇති බව මහානගර හා බස්නාහිර සංවර්ධන අමාත්‍යාංශය සදහන් කරයි ,,,
 එක පාරක් මට මතකයි ඉස්කෝලෙදි පන්තියේ ඉස්සරහට ඇවිත් ඉංග්‍රීසින් කතාවක් කරන්න කියලා ටීචර් එක එකේ විනාඩි කරගෙන හිටියා බොලන්ලා දන්නවා මම විනාඩි කොරේ ඉස්සරහට වෙලා හිනා වෙවේවි සපත්තු දෙනෙකෙන්     ,Neutral, එක පාරක් මට මතකයි ඉස්කෝලෙදි පන්තියේ ඉස්සරහට ඇවිත් ඉංග්‍රීසින් කතාවක් කරන්න කියලා ටීචර් එක එකේ විනාඩි ක් කරගෙන හිටියා බොලන්ලා දන්නවා නම් මම ඒ විනාඩි ම කොරේ ඉස්සරහට වෙලා හිනා වෙවේවි සපත්තු දෙනෙකෙන්     ,,,
  මතකයිමතකයි හොදටම මතකයි 🙂  පුදුම කේන්තියෙන් සමහර මඩ්ඩෝඅපිව උස්සන්නත් බලාගෙනයි හිටියේ අද උන් පැදුරටත් නොකියා අාගිය අතක් නෑැැ හැබැයි අපි තාමඉන්නවා  😅,Neutral,  මතකයිමතකයි හොදටම මතකයි   පුදුම කේන්තියෙන් සමහර මඩ්ඩෝඅපිව උස්සන්නත් බලාගෙනයි හිටියේ අද උන් නම් පැදුරටත් නොකියා අාගිය අතක් නෑ හැබැයි අපි නම් තාමඉන්නවා  ,😅,🙂 😅,grinning face sweat
 සමතා බලවේගය මාරකඑපා යැයි අධිෂ්ඨාණපූජාවට පැමිණීමට පෙර රැවන්විජේවර්ධන නිකමා තකහනියක් අැවිත් මල්වතු අස්ගිරි මහනාහිමිවරැ විමල් වීරවංශට යට වන්දි ගෙවීමට මුදල් පිණ්ඩපාතේට මැදගොඩඅභයතිස්ස ස්වාමින්වහන්සේ දළදාමාලිගාව වඩින දන්වා අපාගත මහාමුසාවාදයක් කරන ලදී🧐🤔     ,Religion, සමතා බලවේගය මාරකඑපා යැයි අධිෂ්ඨාණපූජාවට පැමිණීමට පෙර රැවන්විජේවර්ධන නිකමා තකහනියක් අැවිත් මල්වතු අස්ගිරි මහනාහිමිවරැ වෙත විමල් වීරවංශට යට වන්දි ගෙවීමට මුදල් පිණ්ඩපාතේට මැදගොඩඅභයතිස්ස ස්වාමින්වහන්සේ දළදාමාලිගාව ට වඩින බව දන්වා අපාගත වන මහාමුසාවාදයක් කරන ලදී     ,,🧐 🤔,
 කෙත් වතු සරුසාරයි වැවු අමුනු පිරි ඉතිරි ගොසින් ලක් දෙරනේ පෙර නගරය සන්තොසයි දකින්නට සැම කල්හිම නියගයෙන් තොර සදා  නමො බුද්දාය මෙ සැම ශ්‍රිමා බොදින්ගේ කරුනාවෙන් ලක් දෙරනේ නායකුට ආශිර්වාදයක්ද —     ,Religion, කෙත් වතු සරුසාරයි වැවු අමුනු පිරි ඉතිරි ගොසින් ලක් දෙරනේ පෙර මහා නගරය සන්තොසයි දකින්නට මෙසේ සැම කල්හිම නියගයෙන් තොර සදා  නමො බුද්දාය මෙ සැම ශ්‍රිමා බොදින්ගේ කරුනාවෙන් යලි ලක් දෙරනේ නව නායකුට ආශිර්වාදයක්ද —     ,,,
     ගාලුමුවදොර පොර්ට් සිටි  මුහුද ගොඩ කිරීම අවසන්  ඊළඟට ගස් ගොඩනැගිලි වසරේ වසර තිස්සේ කළ කොළඹ වරාය නගරය ඉදිකිරීම මුහුද ගොඩකිරීමේ අදියර වනවිට සම්පූර්ණයෙන් අවසන් කර මහනගර බස්නාහිර සංවර්ධන අමාත්‍යාංශය…     ,Neutral,     ගාලුමුවදොර පොර්ට් සිටි  මුහුද ගොඩ කිරීම අවසන්  ඊළඟට ගස් හා ගොඩනැගිලි වසරේ සිට වසර ක් තිස්සේ සිදු කළ කොළඹ වරාය නගරය ඉදිකිරීම සඳහා මුහුද ගොඩකිරීමේ අදියර මේ වනවිට සම්පූර්ණයෙන් අවසන් කර ඇති බව මහනගර සහ බස්නාහිර සංවර්ධන අමාත්‍යාංශය…     ,,,
 වෙරළු ගහ යට පුංචි කාලය කොහේ කොතැනද අහන මොහොතක මාවතේ දුරකතන හදවත නැවතුනා අම්මේ කාසි ඉවරයි ආදරේ කියන්නටවත් බැරි වුණා ගමෙන් ගෙන හීන කවරය තවම ඇත බෝඩිමේ ඇඳ යට සිහින විමසන මදුරුවන් මැද නිදාගන්නත් බැරි වුණා     ,Neutral, වෙරළු ගහ යට පුංචි කාලය කොහේ කොතැනද අහන මොහොතක මාවතේ දුරකතන හදවත නැවතුනා අනේ අම්මේ කාසි ඉවරයි ආදරේ බව කියන්නටවත් බැරි වුණා ගමෙන් ගෙන ආ හීන කවරය තවම ඇත බෝඩිමේ ඇඳ යට සිහින විමසන මදුරුවන් මැද නිදාගන්නත් බැරි වුණා අනේ     ,,,
       යුගයට පෙර බොරු සොබනා වියදම් වංචාව දුෂණය අවමය නොමිලේ සපත්තු ඇදුම් පැළදුම් පොත් නොදෙන ලදි මැති ඇමතිවරු හට ඉන්ධන අධිකව වැය මිල අධික වාහන නොතිබුණි අවුරුදු පහෙන් විශ්‍රාම වැටුප් නොගෙවිය පසු මානප ක්‍රමය ක්‍රියාත්මක විවෘත ආර්ථිකය රටම ණය උගුලක පටලවා ඇත දුෂණය උපරිමය     ,Political,       යුගයට පෙර බොරු සොබනා වියදම් වංචාව දුෂණය අවමය නොමිලේ සපත්තු ඇදුම් පැළදුම් පොත් නොදෙන ලදි මැති ඇමතිවරු හට ඉන්ධන අධිකව වැය වන මිල අධික වාහන නොතිබුණි අවුරුදු පහෙන් විශ්‍රාම වැටුප් නොගෙවිය පසු මානප ක්‍රමය ක්‍රියාත්මක විවෘත ආර්ථිකය විසින් රටම ණය උගුලක පටලවා ඇත දුෂණය උපරිමය     ,,,
  යුගයට පෙර රජයේ බොරු සොබනා වියදම් වංචාව දුෂණය අවමය නොමිලේ සපත්තු ඇදුම් පැළදුම් පොත් නොදෙන ලදි මැති ඇමතිවරු හට ඉන්ධන අධිකව වැය මිල අධික වාහන නොතිබුණි අවුරුදු පහෙන් විශ්‍රාම වැටුප් නොගෙවිය ව්‍යාවස්ථා මානප ක්‍රමය ක්‍රියාත්මක විවෘත ආර්ථිකය රටම ණය උගුලක පටලවා ඇත     ,Political,  යුගයට පෙර රජයේ බොරු සොබනා වියදම් වංචාව දුෂණය අවමය නොමිලේ සපත්තු ඇදුම් පැළදුම් පොත් නොදෙන ලදි මැති ඇමතිවරු හට ඉන්ධන අධිකව වැය වන මිල අධික වාහන නොතිබුණි අවුරුදු පහෙන් විශ්‍රාම වැටුප් නොගෙවිය ව්‍යාවස්ථා මානප ක්‍රමය ක්‍රියාත්මක විවෘත ආර්ථිකය විසින් රටම ණය උගුලක පටලවා ඇත     ,,,
 අද ඔබ කොතැනද අද මා කොතැනද දන්නේ ඔබ මටත් හොරා ජීවන මහමග සටන් වැදී ඇත නාඳුනනා පෙම්වතුන් වෙලා ඉරහඳ යට හමුවී ආදරයෙන් කතා කරපු අය සෙනේ වඩපු අය ළඟපාතකවත්  ,Neutral, අද ඔබ කොතැනද අද මා කොතැනද දන්නේ නෑ ඔබ මටත් හොරා ජීවන මහමග සටන් වැදී ඇත නාඳුනනා පෙම්වතුන් වෙලා මේ ඉරහඳ යට හමුවී ආදරයෙන් කතා කරපු අය සෙනේ වඩපු අය ළඟපාතකවත් නෑ  ,,,
 කෝටි කට අධික හෙරොයින් තොගයක් පුද්ගලයෙක් අත්අඩංගුවට     ,Neutral, කෝටි කට අධික හෙරොයින් තොගයක් සමඟ පුද්ගලයෙක් අත්අඩංගුවට     ,,,
 සුළු වලියෙන් පසුව ඩ්‍රයිවර් මහතා අධික වේගයෙන් බසය ධාවනය කරන්නේ වලියට අනිත් මගියාගෙන් පළි ගන්නට විය යුතුය ඒත් මගියා බසයෙන් බැස ගොසිනි• ,Neutral, සුළු වලියෙන් පසුව ඩ්‍රයිවර් මහතා අධික වේගයෙන් බසය ධාවනය කරන්නේ වලියට ආ අනිත් මගියාගෙන් පළි ගන්නට විය යුතුය ඒත් මගියා බසයෙන් බැස ගොසිනි• ,,,
 සිනමා පටයක කෙන්යාවේ ත්‍රස්තවාදීන් මෙල්ල කළ සුපිරි වීරයා     ,Neutral, සිනමා පටයක මෙන් කෙන්යාවේ ත්‍රස්තවාදීන් මෙල්ල කළ සුපිරි වීරයා     ,,,
  මං මගේ අදහස කිව්වේ ඉතිං  😂,Neutral,  මං මගේ අදහස කිව්වේ ඉතිං  ,😂,😂,face tears joy
 වසන්ත සෘතුව වර්ෂයක් හිමි නැත මල් පත්ය හැම තැන සිසිරයේ හිම මල්ය සුළඟ පැන අමාලි මුණසිංහ උදුවප්  ,Neutral, වසන්ත සෘතුව වෙත වර්ෂයක් හිමි නැත එහෙත් මල් මෙන් පත්ය හැම තැන සිසිරයේ හිම මල්ය සුළඟ හා පැන යන අමාලි මුණසිංහ උදුවප්  ,,,
    කොටු පනින්න බෑග් අරන් යන්නෙ අහවල් එකාද   😂,Neutral,    කොටු පනින්න බෑග් අරන් යන්නෙ අහවල් එකාද බොල   ,😂,😂,face tears joy
   කොටු පනින්න ගමනක් වෙන්ටෑ  😂,Neutral,   මේ කොටු පනින්න යන ගමනක් වෙන්ටෑ  ,😂,😂,face tears joy
 හැමොගෙම ජිවිත වෙනස් වේන්න එක තප්පරයෙක්  💡 මුලු ලෝකෙටම විශෙශ්ෂ කෙනෙක් වේන්න  ,Neutral, හැමොගෙම ජිවිත වෙනස් වේන්න එක තප්පරයෙක් ඇති   මේ මුලු ලෝකෙටම විශෙශ්ෂ කෙනෙක් වේන්න  ,,💡,
  මම ලඟට ආවෙ ග්‍රැෆික් ඩිසයිනර් කෙනෙක් විදිහට – හැමෝම ඉදිරියේ දිනේෂ් ලට වැඳපු වීඩියෝව     ,Neutral,  මම ලඟට ආවෙ ග්‍රැෆික් ඩිසයිනර් කෙනෙක් විදිහට – හැමෝම ඉදිරියේ දිනේෂ් ලට වැඳපු වීඩියෝව මෙන්     ,,,
 රුපියල්  කට කෑම බීම සියල්ල සමගින් පිහිනන්න දුවන්න පනින්න ජල ක්‍රීඩා කරන්න මුළු පවුලටම හිත     ,Neutral, රුපියල්  කට කෑම බීම සියල්ල සමගින් පිහිනන්න දුවන්න පනින්න ජල ක්‍රීඩා කරන්න මුළු පවුලටම හිත     ,,,
 රාජපක්ශ යුගයේ ඝාතනය වූ ලසන්ත පිලිබඳ ඝාතන පරීක්ශන මුළු මනින්ම නොමග යවන්න කළ සැලසුමක්      ,Political, රාජපක්ශ යුගයේ ඝාතනය වූ ලසන්ත පිලිබඳ ඝාතන පරීක්ශන මුළු මනින්ම නොමග යවන්න කළ තවත් සැලසුමක්      ,,,
 නිලී වයස ගණන් කරන්නේ අධික අවුරුදු වලින්ද බං  ,Neutral, නිලී වයස ගණන් කරන්නේ අධික අවුරුදු වලින්ද බං  ,,,
  මුළු මුහුනම පෙන්නලා අපිත් එකක් දාමුද ,Neutral,  මුළු මුහුනම පෙන්නලා අපිත් එකක් දාමුද ,,,
 අනුංඟෙ කූඩුවල බිජු නොදමන්න  මුලු සංහතියක්ම රැකේවි     ,Neutral, අනුංඟෙ කූඩුවල බිජු නොදමන්න  මුලු සංහතියක්ම රැකේවි     ,,,
 තමන්ගේ නොහැකියාව සගවා ගැනීමට අනුන් හට චෝදනා නගන සම හරක් සිටින සමාජයකි ,Neutral, තමන්ගේ නොහැකියාව සගවා ගැනීමට අනුන් හට චෝදනා නගන සම හරක් සිටින සමාජයකි මේ ,,,
 මිනීමැරුම් කට අධික ගණනක් සිදුකල ලෝක ඉතිහාසයේ බිහිවූ යකඩ ගැහැණියගේ බිහිසුණු කතාව     ,Neutral, මිනීමැරුම් කට අධික ගණනක් සිදුකල ලෝක ඉතිහාසයේ මෙතෙක් බිහිවූ යකඩ ගැහැණියගේ බිහිසුණු කතාව     ,,,
 නුඹ කරන චෝදනා මුලු හිතම පාරනා අාදරේ සුසුම් උඩු සුලගෙ පාවෙනා බය හිතෙන චෝදනා දුක එක්ක හැංගනා තාම උනුහුමයි ඇස් හඩන කාරනා ,Neutral, නුඹ කරන චෝදනා මුලු හිතම පාරනා අාදරේ සුසුම් උඩු සුලගෙ පාවෙනා බය හිතෙන චෝදනා දුක එක්ක හැංගනා තාම උනුහුමයි ඇස් හඩන කාරනා ,,,
    මම පොස්ට් එකට අදාලව රිප්ලයි එක විතරයි දැම්මේ විස්වාසය හැමොම රකින්න ඕන ,Neutral,    මම පොස්ට් එකට අදාලව රිප්ලයි එක විතරයි දැම්මේ විස්වාසය හැමොම රකින්න ඕන ,,,
